time[s],positionX_E[m],positionY_E[m], positionZ_E[m], velocityX_E[m/s], velocityY_E[m/s], velocityZ_E[m/s], apparentVelocity[m/s], accelerationX_E[m/s^2], accelerationY_E[m/s^2], accelerationZ_E[m/s^2], mach[dimless]
9.488,654.57,0,2002.5,69.846,0,167.53,183.19,-1.6655,0,-16.029,0.55088
9.489,654.64,0,2002.6,69.844,0,167.52,183.17,-1.6652,0,-16.028,0.55083
9.49,654.71,0,2002.8,69.842,0,167.5,183.16,-1.6649,0,-16.027,0.55079
9.491,654.78,0,2003,69.841,0,167.49,183.14,-1.6646,0,-16.026,0.55074
9.492,654.85,0,2003.1,69.839,0,167.47,183.13,-1.6643,0,-16.025,0.5507
9.493,654.92,0,2003.3,69.837,0,167.45,183.11,-1.664,0,-16.023,0.55065
9.494,654.99,0,2003.5,69.836,0,167.44,183.1,-1.6637,0,-16.022,0.55061
9.495,655.06,0,2003.6,69.834,0,167.42,183.08,-1.6633,0,-16.021,0.55056
9.496,655.13,0,2003.8,69.832,0,167.41,183.07,-1.663,0,-16.02,0.55052
9.497,655.2,0,2004,69.831,0,167.39,183.05,-1.6627,0,-16.019,0.55047
9.498,655.27,0,2004.1,69.829,0,167.37,183.04,-1.6624,0,-16.018,0.55043
9.499,655.34,0,2004.3,69.827,0,167.36,183.02,-1.6621,0,-16.017,0.55038
9.5,655.41,0,2004.5,69.826,0,167.34,183,-1.6618,0,-16.015,0.55034
9.501,655.48,0,2004.6,69.824,0,167.33,182.99,-1.6615,0,-16.014,0.55029
9.502,655.55,0,2004.8,69.822,0,167.31,182.97,-1.6612,0,-16.013,0.55025
9.503,655.62,0,2005,69.821,0,167.29,182.96,-1.6609,0,-16.012,0.5502
9.504,655.69,0,2005.1,69.819,0,167.28,182.94,-1.6606,0,-16.011,0.55016
9.505,655.76,0,2005.3,69.817,0,167.26,182.93,-1.6603,0,-16.01,0.55011
9.506,655.83,0,2005.5,69.816,0,167.25,182.91,-1.6599,0,-16.008,0.55007
9.507,655.9,0,2005.6,69.814,0,167.23,182.9,-1.6596,0,-16.007,0.55002
9.508,655.97,0,2005.8,69.813,0,167.21,182.88,-1.6593,0,-16.006,0.54998
9.509,656.04,0,2006,69.811,0,167.2,182.87,-1.659,0,-16.005,0.54993
9.51,656.11,0,2006.1,69.809,0,167.18,182.85,-1.6587,0,-16.004,0.54989
9.511,656.18,0,2006.3,69.808,0,167.17,182.84,-1.6584,0,-16.003,0.54984
9.512,656.25,0,2006.5,69.806,0,167.15,182.82,-1.6581,0,-16.002,0.5498
9.513,656.32,0,2006.6,69.804,0,167.13,182.81,-1.6578,0,-16,0.54975
9.514,656.39,0,2006.8,69.803,0,167.12,182.79,-1.6575,0,-15.999,0.54971
9.515,656.46,0,2007,69.801,0,167.1,182.78,-1.6572,0,-15.998,0.54967
9.516,656.53,0,2007.1,69.799,0,167.09,182.76,-1.6568,0,-15.997,0.54962
9.517,656.6,0,2007.3,69.798,0,167.07,182.75,-1.6565,0,-15.996,0.54958
9.518,656.67,0,2007.5,69.796,0,167.05,182.73,-1.6562,0,-15.995,0.54953
9.519,656.74,0,2007.6,69.794,0,167.04,182.71,-1.6559,0,-15.993,0.54949
9.52,656.81,0,2007.8,69.793,0,167.02,182.7,-1.6556,0,-15.992,0.54944
9.521,656.88,0,2008,69.791,0,167.01,182.68,-1.6553,0,-15.991,0.5494
9.522,656.95,0,2008.1,69.789,0,166.99,182.67,-1.655,0,-15.99,0.54935
9.523,657.02,0,2008.3,69.788,0,166.97,182.65,-1.6547,0,-15.989,0.54931
9.524,657.09,0,2008.5,69.786,0,166.96,182.64,-1.6544,0,-15.988,0.54926
9.525,657.16,0,2008.7,69.784,0,166.94,182.62,-1.6541,0,-15.987,0.54922
9.526,657.23,0,2008.8,69.783,0,166.93,182.61,-1.6538,0,-15.985,0.54917
9.527,657.3,0,2009,69.781,0,166.91,182.59,-1.6535,0,-15.984,0.54913
9.528,657.37,0,2009.2,69.779,0,166.89,182.58,-1.6531,0,-15.983,0.54908
9.529,657.44,0,2009.3,69.778,0,166.88,182.56,-1.6528,0,-15.982,0.54904
9.53,657.51,0,2009.5,69.776,0,166.86,182.55,-1.6525,0,-15.981,0.54899
9.531,657.58,0,2009.7,69.774,0,166.85,182.53,-1.6522,0,-15.98,0.54895
9.532,657.64,0,2009.8,69.773,0,166.83,182.52,-1.6519,0,-15.978,0.5489
9.533,657.71,0,2010,69.771,0,166.81,182.5,-1.6516,0,-15.977,0.54886
9.534,657.78,0,2010.2,69.769,0,166.8,182.49,-1.6513,0,-15.976,0.54881
9.535,657.85,0,2010.3,69.768,0,166.78,182.47,-1.651,0,-15.975,0.54877
9.536,657.92,0,2010.5,69.766,0,166.77,182.46,-1.6507,0,-15.974,0.54873
9.537,657.99,0,2010.7,69.765,0,166.75,182.44,-1.6504,0,-15.973,0.54868
9.538,658.06,0,2010.8,69.763,0,166.73,182.42,-1.6501,0,-15.972,0.54864
9.539,658.13,0,2011,69.761,0,166.72,182.41,-1.6498,0,-15.97,0.54859
9.54,658.2,0,2011.2,69.76,0,166.7,182.39,-1.6495,0,-15.969,0.54855
9.541,658.27,0,2011.3,69.758,0,166.69,182.38,-1.6491,0,-15.968,0.5485
9.542,658.34,0,2011.5,69.756,0,166.67,182.36,-1.6488,0,-15.967,0.54846
9.543,658.41,0,2011.7,69.755,0,166.65,182.35,-1.6485,0,-15.966,0.54841
9.544,658.48,0,2011.8,69.753,0,166.64,182.33,-1.6482,0,-15.965,0.54837
9.545,658.55,0,2012,69.751,0,166.62,182.32,-1.6479,0,-15.964,0.54832
9.546,658.62,0,2012.2,69.75,0,166.61,182.3,-1.6476,0,-15.962,0.54828
9.547,658.69,0,2012.3,69.748,0,166.59,182.29,-1.6473,0,-15.961,0.54823
9.548,658.76,0,2012.5,69.746,0,166.57,182.27,-1.647,0,-15.96,0.54819
9.549,658.83,0,2012.7,69.745,0,166.56,182.26,-1.6467,0,-15.959,0.54814
9.55,658.9,0,2012.8,69.743,0,166.54,182.24,-1.6464,0,-15.958,0.5481
9.551,658.97,0,2013,69.741,0,166.53,182.23,-1.6461,0,-15.957,0.54805
9.552,659.04,0,2013.2,69.74,0,166.51,182.21,-1.6458,0,-15.956,0.54801
9.553,659.11,0,2013.3,69.738,0,166.49,182.2,-1.6455,0,-15.954,0.54797
9.554,659.18,0,2013.5,69.736,0,166.48,182.18,-1.6452,0,-15.953,0.54792
9.555,659.25,0,2013.7,69.735,0,166.46,182.17,-1.6448,0,-15.952,0.54788
9.556,659.32,0,2013.8,69.733,0,166.45,182.15,-1.6445,0,-15.951,0.54783
9.557,659.39,0,2014,69.732,0,166.43,182.14,-1.6442,0,-15.95,0.54779
9.558,659.46,0,2014.2,69.73,0,166.42,182.12,-1.6439,0,-15.949,0.54774
9.559,659.53,0,2014.3,69.728,0,166.4,182.11,-1.6436,0,-15.948,0.5477
9.56,659.6,0,2014.5,69.727,0,166.38,182.09,-1.6433,0,-15.946,0.54765
9.561,659.67,0,2014.7,69.725,0,166.37,182.08,-1.643,0,-15.945,0.54761
9.562,659.74,0,2014.8,69.723,0,166.35,182.06,-1.6427,0,-15.944,0.54756
9.563,659.81,0,2015,69.722,0,166.34,182.04,-1.6424,0,-15.943,0.54752
9.564,659.88,0,2015.1,69.72,0,166.32,182.03,-1.6421,0,-15.942,0.54747
9.565,659.95,0,2015.3,69.718,0,166.3,182.01,-1.6418,0,-15.941,0.54743
9.566,660.02,0,2015.5,69.717,0,166.29,182,-1.6415,0,-15.94,0.54739
9.567,660.09,0,2015.6,69.715,0,166.27,181.98,-1.6412,0,-15.938,0.54734
9.568,660.16,0,2015.8,69.713,0,166.26,181.97,-1.6409,0,-15.937,0.5473
9.569,660.23,0,2016,69.712,0,166.24,181.95,-1.6406,0,-15.936,0.54725
9.57,660.3,0,2016.1,69.71,0,166.22,181.94,-1.6403,0,-15.935,0.54721
9.571,660.36,0,2016.3,69.709,0,166.21,181.92,-1.6399,0,-15.934,0.54716
9.572,660.43,0,2016.5,69.707,0,166.19,181.91,-1.6396,0,-15.933,0.54712
9.573,660.5,0,2016.6,69.705,0,166.18,181.89,-1.6393,0,-15.932,0.54707
9.574,660.57,0,2016.8,69.704,0,166.16,181.88,-1.639,0,-15.93,0.54703
9.575,660.64,0,2017,69.702,0,166.14,181.86,-1.6387,0,-15.929,0.54698
9.576,660.71,0,2017.1,69.7,0,166.13,181.85,-1.6384,0,-15.928,0.54694
9.577,660.78,0,2017.3,69.699,0,166.11,181.83,-1.6381,0,-15.927,0.54689
9.578,660.85,0,2017.5,69.697,0,166.1,181.82,-1.6378,0,-15.926,0.54685
9.579,660.92,0,2017.6,69.695,0,166.08,181.8,-1.6375,0,-15.925,0.54681
9.58,660.99,0,2017.8,69.694,0,166.06,181.79,-1.6372,0,-15.924,0.54676
9.581,661.06,0,2018,69.692,0,166.05,181.77,-1.6369,0,-15.922,0.54672
9.582,661.13,0,2018.1,69.691,0,166.03,181.76,-1.6366,0,-15.921,0.54667
9.583,661.2,0,2018.3,69.689,0,166.02,181.74,-1.6363,0,-15.92,0.54663
9.584,661.27,0,2018.5,69.687,0,166,181.73,-1.636,0,-15.919,0.54658
9.585,661.34,0,2018.6,69.686,0,165.98,181.71,-1.6357,0,-15.918,0.54654
9.586,661.41,0,2018.8,69.684,0,165.97,181.7,-1.6354,0,-15.917,0.54649
9.587,661.48,0,2019,69.682,0,165.95,181.68,-1.6351,0,-15.916,0.54645
9.588,661.55,0,2019.1,69.681,0,165.94,181.67,-1.6348,0,-15.914,0.5464
9.589,661.62,0,2019.3,69.679,0,165.92,181.65,-1.6344,0,-15.913,0.54636
9.59,661.69,0,2019.5,69.677,0,165.91,181.63,-1.6341,0,-15.912,0.54632
9.591,661.76,0,2019.6,69.676,0,165.89,181.62,-1.6338,0,-15.911,0.54627
9.592,661.83,0,2019.8,69.674,0,165.87,181.6,-1.6335,0,-15.91,0.54623
9.593,661.9,0,2020,69.673,0,165.86,181.59,-1.6332,0,-15.909,0.54618
9.594,661.97,0,2020.1,69.671,0,165.84,181.57,-1.6329,0,-15.908,0.54614
9.595,662.04,0,2020.3,69.669,0,165.83,181.56,-1.6326,0,-15.906,0.54609
9.596,662.11,0,2020.5,69.668,0,165.81,181.54,-1.6323,0,-15.905,0.54605
9.597,662.18,0,2020.6,69.666,0,165.79,181.53,-1.632,0,-15.904,0.546
9.598,662.25,0,2020.8,69.664,0,165.78,181.51,-1.6317,0,-15.903,0.54596
9.599,662.32,0,2021,69.663,0,165.76,181.5,-1.6314,0,-15.902,0.54591
9.6,662.39,0,2021.1,69.661,0,165.75,181.48,-1.6311,0,-15.901,0.54587
9.601,662.46,0,2021.3,69.659,0,165.73,181.47,-1.6308,0,-15.9,0.54583
9.602,662.52,0,2021.5,69.658,0,165.71,181.45,-1.6305,0,-15.898,0.54578
9.603,662.59,0,2021.6,69.656,0,165.7,181.44,-1.6302,0,-15.897,0.54574
9.604,662.66,0,2021.8,69.655,0,165.68,181.42,-1.6299,0,-15.896,0.54569
9.605,662.73,0,2022,69.653,0,165.67,181.41,-1.6296,0,-15.895,0.54565
9.606,662.8,0,2022.1,69.651,0,165.65,181.39,-1.6293,0,-15.894,0.5456
9.607,662.87,0,2022.3,69.65,0,165.63,181.38,-1.629,0,-15.893,0.54556
9.608,662.94,0,2022.5,69.648,0,165.62,181.36,-1.6287,0,-15.892,0.54551
9.609,663.01,0,2022.6,69.646,0,165.6,181.35,-1.6284,0,-15.891,0.54547
9.61,663.08,0,2022.8,69.645,0,165.59,181.33,-1.6281,0,-15.889,0.54543
9.611,663.15,0,2022.9,69.643,0,165.57,181.32,-1.6278,0,-15.888,0.54538
9.612,663.22,0,2023.1,69.642,0,165.56,181.3,-1.6275,0,-15.887,0.54534
9.613,663.29,0,2023.3,69.64,0,165.54,181.29,-1.6271,0,-15.886,0.54529
9.614,663.36,0,2023.4,69.638,0,165.52,181.27,-1.6268,0,-15.885,0.54525
9.615,663.43,0,2023.6,69.637,0,165.51,181.26,-1.6265,0,-15.884,0.5452
9.616,663.5,0,2023.8,69.635,0,165.49,181.24,-1.6262,0,-15.883,0.54516
9.617,663.57,0,2023.9,69.633,0,165.48,181.23,-1.6259,0,-15.881,0.54511
9.618,663.64,0,2024.1,69.632,0,165.46,181.21,-1.6256,0,-15.88,0.54507
9.619,663.71,0,2024.3,69.63,0,165.44,181.2,-1.6253,0,-15.879,0.54503
9.62,663.78,0,2024.4,69.629,0,165.43,181.18,-1.625,0,-15.878,0.54498
9.621,663.85,0,2024.6,69.627,0,165.41,181.17,-1.6247,0,-15.877,0.54494
9.622,663.92,0,2024.8,69.625,0,165.4,181.15,-1.6244,0,-15.876,0.54489
9.623,663.99,0,2024.9,69.624,0,165.38,181.14,-1.6241,0,-15.875,0.54485
9.624,664.06,0,2025.1,69.622,0,165.36,181.12,-1.6238,0,-15.874,0.5448
9.625,664.13,0,2025.3,69.62,0,165.35,181.1,-1.6235,0,-15.872,0.54476
9.626,664.2,0,2025.4,69.619,0,165.33,181.09,-1.6232,0,-15.871,0.54471
9.627,664.27,0,2025.6,69.617,0,165.32,181.07,-1.6229,0,-15.87,0.54467
9.628,664.34,0,2025.8,69.616,0,165.3,181.06,-1.6226,0,-15.869,0.54463
9.629,664.41,0,2025.9,69.614,0,165.29,181.04,-1.6223,0,-15.868,0.54458
9.63,664.47,0,2026.1,69.612,0,165.27,181.03,-1.622,0,-15.867,0.54454
9.631,664.54,0,2026.3,69.611,0,165.25,181.01,-1.6217,0,-15.866,0.54449
9.632,664.61,0,2026.4,69.609,0,165.24,181,-1.6214,0,-15.865,0.54445
9.633,664.68,0,2026.6,69.607,0,165.22,180.98,-1.6211,0,-15.863,0.5444
9.634,664.75,0,2026.8,69.606,0,165.21,180.97,-1.6208,0,-15.862,0.54436
9.635,664.82,0,2026.9,69.604,0,165.19,180.95,-1.6205,0,-15.861,0.54432
9.636,664.89,0,2027.1,69.603,0,165.17,180.94,-1.6202,0,-15.86,0.54427
9.637,664.96,0,2027.2,69.601,0,165.16,180.92,-1.6199,0,-15.859,0.54423
9.638,665.03,0,2027.4,69.599,0,165.14,180.91,-1.6196,0,-15.858,0.54418
9.639,665.1,0,2027.6,69.598,0,165.13,180.89,-1.6193,0,-15.857,0.54414
9.64,665.17,0,2027.7,69.596,0,165.11,180.88,-1.619,0,-15.855,0.54409
9.641,665.24,0,2027.9,69.595,0,165.1,180.86,-1.6187,0,-15.854,0.54405
9.642,665.31,0,2028.1,69.593,0,165.08,180.85,-1.6184,0,-15.853,0.544
9.643,665.38,0,2028.2,69.591,0,165.06,180.83,-1.6181,0,-15.852,0.54396
9.644,665.45,0,2028.4,69.59,0,165.05,180.82,-1.6178,0,-15.851,0.54392
9.645,665.52,0,2028.6,69.588,0,165.03,180.8,-1.6175,0,-15.85,0.54387
9.646,665.59,0,2028.7,69.586,0,165.02,180.79,-1.6172,0,-15.849,0.54383
9.647,665.66,0,2028.9,69.585,0,165,180.77,-1.6169,0,-15.848,0.54378
9.648,665.73,0,2029.1,69.583,0,164.98,180.76,-1.6166,0,-15.846,0.54374
9.649,665.8,0,2029.2,69.582,0,164.97,180.74,-1.6163,0,-15.845,0.54369
9.65,665.87,0,2029.4,69.58,0,164.95,180.73,-1.616,0,-15.844,0.54365
9.651,665.94,0,2029.6,69.578,0,164.94,180.71,-1.6157,0,-15.843,0.54361
9.652,666.01,0,2029.7,69.577,0,164.92,180.7,-1.6154,0,-15.842,0.54356
9.653,666.08,0,2029.9,69.575,0,164.91,180.68,-1.6151,0,-15.841,0.54352
9.654,666.15,0,2030.1,69.573,0,164.89,180.67,-1.6148,0,-15.84,0.54347
9.655,666.21,0,2030.2,69.572,0,164.87,180.65,-1.6145,0,-15.839,0.54343
9.656,666.28,0,2030.4,69.57,0,164.86,180.64,-1.6141,0,-15.837,0.54338
9.657,666.35,0,2030.5,69.569,0,164.84,180.62,-1.6138,0,-15.836,0.54334
9.658,666.42,0,2030.7,69.567,0,164.83,180.61,-1.6135,0,-15.835,0.5433
9.659,666.49,0,2030.9,69.565,0,164.81,180.59,-1.6132,0,-15.834,0.54325
9.66,666.56,0,2031,69.564,0,164.79,180.58,-1.6129,0,-15.833,0.54321
9.661,666.63,0,2031.2,69.562,0,164.78,180.56,-1.6126,0,-15.832,0.54316
9.662,666.7,0,2031.4,69.561,0,164.76,180.55,-1.6123,0,-15.831,0.54312
9.663,666.77,0,2031.5,69.559,0,164.75,180.53,-1.612,0,-15.83,0.54307
9.664,666.84,0,2031.7,69.557,0,164.73,180.52,-1.6117,0,-15.828,0.54303
9.665,666.91,0,2031.9,69.556,0,164.72,180.5,-1.6114,0,-15.827,0.54299
9.666,666.98,0,2032,69.554,0,164.7,180.49,-1.6111,0,-15.826,0.54294
9.667,667.05,0,2032.2,69.553,0,164.68,180.47,-1.6108,0,-15.825,0.5429
9.668,667.12,0,2032.4,69.551,0,164.67,180.46,-1.6105,0,-15.824,0.54285
9.669,667.19,0,2032.5,69.549,0,164.65,180.44,-1.6102,0,-15.823,0.54281
9.67,667.26,0,2032.7,69.548,0,164.64,180.43,-1.6099,0,-15.822,0.54276
9.671,667.33,0,2032.9,69.546,0,164.62,180.41,-1.6096,0,-15.821,0.54272
9.672,667.4,0,2033,69.544,0,164.6,180.4,-1.6093,0,-15.82,0.54268
9.673,667.47,0,2033.2,69.543,0,164.59,180.38,-1.609,0,-15.818,0.54263
9.674,667.54,0,2033.3,69.541,0,164.57,180.37,-1.6087,0,-15.817,0.54259
9.675,667.61,0,2033.5,69.54,0,164.56,180.35,-1.6084,0,-15.816,0.54254
9.676,667.68,0,2033.7,69.538,0,164.54,180.34,-1.6081,0,-15.815,0.5425
9.677,667.74,0,2033.8,69.536,0,164.53,180.32,-1.6078,0,-15.814,0.54246
9.678,667.81,0,2034,69.535,0,164.51,180.31,-1.6075,0,-15.813,0.54241
9.679,667.88,0,2034.2,69.533,0,164.49,180.29,-1.6072,0,-15.812,0.54237
9.68,667.95,0,2034.3,69.532,0,164.48,180.28,-1.6069,0,-15.811,0.54232
9.681,668.02,0,2034.5,69.53,0,164.46,180.26,-1.6066,0,-15.809,0.54228
9.682,668.09,0,2034.7,69.528,0,164.45,180.25,-1.6063,0,-15.808,0.54223
9.683,668.16,0,2034.8,69.527,0,164.43,180.23,-1.606,0,-15.807,0.54219
9.684,668.23,0,2035,69.525,0,164.41,180.22,-1.6057,0,-15.806,0.54215
9.685,668.3,0,2035.2,69.524,0,164.4,180.2,-1.6054,0,-15.805,0.5421
9.686,668.37,0,2035.3,69.522,0,164.38,180.19,-1.6051,0,-15.804,0.54206
9.687,668.44,0,2035.5,69.52,0,164.37,180.17,-1.6048,0,-15.803,0.54201
9.688,668.51,0,2035.7,69.519,0,164.35,180.16,-1.6045,0,-15.802,0.54197
9.689,668.58,0,2035.8,69.517,0,164.34,180.14,-1.6042,0,-15.8,0.54192
9.69,668.65,0,2036,69.516,0,164.32,180.13,-1.6039,0,-15.799,0.54188
9.691,668.72,0,2036.1,69.514,0,164.3,180.11,-1.6036,0,-15.798,0.54184
9.692,668.79,0,2036.3,69.512,0,164.29,180.1,-1.6033,0,-15.797,0.54179
9.693,668.86,0,2036.5,69.511,0,164.27,180.08,-1.603,0,-15.796,0.54175
9.694,668.93,0,2036.6,69.509,0,164.26,180.07,-1.6027,0,-15.795,0.5417
9.695,669,0,2036.8,69.508,0,164.24,180.05,-1.6024,0,-15.794,0.54166
9.696,669.07,0,2037,69.506,0,164.22,180.03,-1.6021,0,-15.793,0.54162
9.697,669.14,0,2037.1,69.504,0,164.21,180.02,-1.6018,0,-15.792,0.54157
9.698,669.2,0,2037.3,69.503,0,164.19,180,-1.6015,0,-15.79,0.54153
9.699,669.27,0,2037.5,69.501,0,164.18,179.99,-1.6013,0,-15.789,0.54148
9.7,669.34,0,2037.6,69.5,0,164.16,179.97,-1.601,0,-15.788,0.54144
9.701,669.41,0,2037.8,69.498,0,164.15,179.96,-1.6007,0,-15.787,0.54139
9.702,669.48,0,2038,69.496,0,164.13,179.94,-1.6004,0,-15.786,0.54135
9.703,669.55,0,2038.1,69.495,0,164.11,179.93,-1.6001,0,-15.785,0.54131
9.704,669.62,0,2038.3,69.493,0,164.1,179.91,-1.5998,0,-15.784,0.54126
9.705,669.69,0,2038.4,69.492,0,164.08,179.9,-1.5995,0,-15.783,0.54122
9.706,669.76,0,2038.6,69.49,0,164.07,179.88,-1.5992,0,-15.782,0.54117
9.707,669.83,0,2038.8,69.488,0,164.05,179.87,-1.5989,0,-15.78,0.54113
9.708,669.9,0,2038.9,69.487,0,164.04,179.85,-1.5986,0,-15.779,0.54109
9.709,669.97,0,2039.1,69.485,0,164.02,179.84,-1.5983,0,-15.778,0.54104
9.71,670.04,0,2039.3,69.484,0,164,179.82,-1.598,0,-15.777,0.541
9.711,670.11,0,2039.4,69.482,0,163.99,179.81,-1.5977,0,-15.776,0.54095
9.712,670.18,0,2039.6,69.48,0,163.97,179.79,-1.5974,0,-15.775,0.54091
9.713,670.25,0,2039.8,69.479,0,163.96,179.78,-1.5971,0,-15.774,0.54087
9.714,670.32,0,2039.9,69.477,0,163.94,179.76,-1.5968,0,-15.773,0.54082
9.715,670.39,0,2040.1,69.476,0,163.93,179.75,-1.5965,0,-15.771,0.54078
9.716,670.46,0,2040.2,69.474,0,163.91,179.73,-1.5962,0,-15.77,0.54073
9.717,670.52,0,2040.4,69.472,0,163.89,179.72,-1.5959,0,-15.769,0.54069
9.718,670.59,0,2040.6,69.471,0,163.88,179.7,-1.5956,0,-15.768,0.54065
9.719,670.66,0,2040.7,69.469,0,163.86,179.69,-1.5953,0,-15.767,0.5406
9.72,670.73,0,2040.9,69.468,0,163.85,179.67,-1.595,0,-15.766,0.54056
9.721,670.8,0,2041.1,69.466,0,163.83,179.66,-1.5947,0,-15.765,0.54051
9.722,670.87,0,2041.2,69.464,0,163.81,179.64,-1.5944,0,-15.764,0.54047
9.723,670.94,0,2041.4,69.463,0,163.8,179.63,-1.5941,0,-15.763,0.54042
9.724,671.01,0,2041.6,69.461,0,163.78,179.61,-1.5938,0,-15.761,0.54038
9.725,671.08,0,2041.7,69.46,0,163.77,179.6,-1.5935,0,-15.76,0.54034
9.726,671.15,0,2041.9,69.458,0,163.75,179.58,-1.5932,0,-15.759,0.54029
9.727,671.22,0,2042,69.456,0,163.74,179.57,-1.5929,0,-15.758,0.54025
9.728,671.29,0,2042.2,69.455,0,163.72,179.55,-1.5926,0,-15.757,0.5402
9.729,671.36,0,2042.4,69.453,0,163.7,179.54,-1.5923,0,-15.756,0.54016
9.73,671.43,0,2042.5,69.452,0,163.69,179.52,-1.592,0,-15.755,0.54012
9.731,671.5,0,2042.7,69.45,0,163.67,179.51,-1.5917,0,-15.754,0.54007
9.732,671.57,0,2042.9,69.448,0,163.66,179.49,-1.5914,0,-15.753,0.54003
9.733,671.64,0,2043,69.447,0,163.64,179.48,-1.5911,0,-15.752,0.53998
9.734,671.71,0,2043.2,69.445,0,163.63,179.46,-1.5908,0,-15.75,0.53994
9.735,671.78,0,2043.4,69.444,0,163.61,179.45,-1.5905,0,-15.749,0.5399
9.736,671.84,0,2043.5,69.442,0,163.59,179.44,-1.5902,0,-15.748,0.53985
9.737,671.91,0,2043.7,69.44,0,163.58,179.42,-1.5899,0,-15.747,0.53981
9.738,671.98,0,2043.8,69.439,0,163.56,179.41,-1.5896,0,-15.746,0.53976
9.739,672.05,0,2044,69.437,0,163.55,179.39,-1.5893,0,-15.745,0.53972
9.74,672.12,0,2044.2,69.436,0,163.53,179.38,-1.589,0,-15.744,0.53968
9.741,672.19,0,2044.3,69.434,0,163.52,179.36,-1.5887,0,-15.743,0.53963
9.742,672.26,0,2044.5,69.433,0,163.5,179.35,-1.5885,0,-15.742,0.53959
9.743,672.33,0,2044.7,69.431,0,163.48,179.33,-1.5882,0,-15.74,0.53954
9.744,672.4,0,2044.8,69.429,0,163.47,179.32,-1.5879,0,-15.739,0.5395
9.745,672.47,0,2045,69.428,0,163.45,179.3,-1.5876,0,-15.738,0.53946
9.746,672.54,0,2045.2,69.426,0,163.44,179.29,-1.5873,0,-15.737,0.53941
9.747,672.61,0,2045.3,69.425,0,163.42,179.27,-1.587,0,-15.736,0.53937
9.748,672.68,0,2045.5,69.423,0,163.41,179.26,-1.5867,0,-15.735,0.53932
9.749,672.75,0,2045.6,69.421,0,163.39,179.24,-1.5864,0,-15.734,0.53928
9.75,672.82,0,2045.8,69.42,0,163.37,179.23,-1.5861,0,-15.733,0.53924
9.751,672.89,0,2046,69.418,0,163.36,179.21,-1.5858,0,-15.732,0.53919
9.752,672.96,0,2046.1,69.417,0,163.34,179.2,-1.5855,0,-15.73,0.53915
9.753,673.02,0,2046.3,69.415,0,163.33,179.18,-1.5852,0,-15.729,0.5391
9.754,673.09,0,2046.5,69.413,0,163.31,179.17,-1.5849,0,-15.728,0.53906
9.755,673.16,0,2046.6,69.412,0,163.3,179.15,-1.5846,0,-15.727,0.53902
9.756,673.23,0,2046.8,69.41,0,163.28,179.14,-1.5843,0,-15.726,0.53897
9.757,673.3,0,2047,69.409,0,163.26,179.12,-1.584,0,-15.725,0.53893
9.758,673.37,0,2047.1,69.407,0,163.25,179.11,-1.5837,0,-15.724,0.53889
9.759,673.44,0,2047.3,69.406,0,163.23,179.09,-1.5834,0,-15.723,0.53884
9.76,673.51,0,2047.4,69.404,0,163.22,179.08,-1.5831,0,-15.722,0.5388
9.761,673.58,0,2047.6,69.402,0,163.2,179.06,-1.5828,0,-15.721,0.53875
9.762,673.65,0,2047.8,69.401,0,163.19,179.05,-1.5825,0,-15.719,0.53871
9.763,673.72,0,2047.9,69.399,0,163.17,179.03,-1.5822,0,-15.718,0.53867
9.764,673.79,0,2048.1,69.398,0,163.15,179.02,-1.5819,0,-15.717,0.53862
9.765,673.86,0,2048.3,69.396,0,163.14,179,-1.5816,0,-15.716,0.53858
9.766,673.93,0,2048.4,69.394,0,163.12,178.99,-1.5814,0,-15.715,0.53853
9.767,674,0,2048.6,69.393,0,163.11,178.97,-1.5811,0,-15.714,0.53849
9.768,674.07,0,2048.7,69.391,0,163.09,178.96,-1.5808,0,-15.713,0.53845
9.769,674.14,0,2048.9,69.39,0,163.07,178.94,-1.5805,0,-15.712,0.5384
9.77,674.2,0,2049.1,69.388,0,163.06,178.93,-1.5802,0,-15.711,0.53836
9.771,674.27,0,2049.2,69.387,0,163.04,178.91,-1.5799,0,-15.71,0.53831
9.772,674.34,0,2049.4,69.385,0,163.03,178.9,-1.5796,0,-15.708,0.53827
9.773,674.41,0,2049.6,69.383,0,163.01,178.88,-1.5793,0,-15.707,0.53823
9.774,674.48,0,2049.7,69.382,0,163,178.87,-1.579,0,-15.706,0.53818
9.775,674.55,0,2049.9,69.38,0,162.98,178.85,-1.5787,0,-15.705,0.53814
9.776,674.62,0,2050.1,69.379,0,162.97,178.84,-1.5784,0,-15.704,0.5381
9.777,674.69,0,2050.2,69.377,0,162.95,178.82,-1.5781,0,-15.703,0.53805
9.778,674.76,0,2050.4,69.376,0,162.93,178.81,-1.5778,0,-15.702,0.53801
9.779,674.83,0,2050.5,69.374,0,162.92,178.79,-1.5775,0,-15.701,0.53796
9.78,674.9,0,2050.7,69.372,0,162.9,178.78,-1.5772,0,-15.7,0.53792
9.781,674.97,0,2050.9,69.371,0,162.89,178.76,-1.5769,0,-15.699,0.53788
9.782,675.04,0,2051,69.369,0,162.87,178.75,-1.5766,0,-15.697,0.53783
9.783,675.11,0,2051.2,69.368,0,162.86,178.73,-1.5763,0,-15.696,0.53779
9.784,675.18,0,2051.4,69.366,0,162.84,178.72,-1.576,0,-15.695,0.53774
